"PID","Task Design","Trial","Block","Helper Policy","Effort Intended","Effort Actual","Helper Effort","RT Effort Decision (ms)","RT Satisfaction Rating (ms)","RT Trust Rating (ms)","Satisfaction Rating","Trust Rating","Points For Helper","Points For Help-Seeker","Self Prediction Error","Points Inequality"
"S14","RANDOM",20,3,"RANDOM",2,2,3,,,,4,4,-4,10,0,14
"S14","RANDOM",21,3,"RANDOM",3,3,2,,,,3,3,6,-20,0,-26
"S14","RANDOM",22,3,"RANDOM",2,1,1,,,,4,3,-4,-10,-1,-6
"S14","RANDOM",23,3,"RANDOM",2,3,1,,,,3,3,4,-35,1,-39
"S14","RANDOM",24,3,"RANDOM",2,2,4,,,,4,4,-8,16,0,24
"S14","RANDOM",25,3,"RANDOM",3,4,3,,,,4,4,14,14,1,0
"S14","RANDOM",26,3,"RANDOM",3,3,1,,,,2,2,4,-35,0,-39
"S14","RANDOM",27,3,"RANDOM",2,2,3,,,,3,3,-4,10,0,14
"S15","RANDOM",1,1,"RANDOM",3,3,3,,,,5,5,8,12,0,4
"S15","RANDOM",2,1,"RANDOM",3,3,2,,,,3,3,6,-20,0,-26
"S15","RANDOM",3,1,"RANDOM",2,,,,,,4,3,,,-2,0
"S15","RANDOM",4,1,"RANDOM",3,3,4,,,,4,4,10,18,0,8
"S15","RANDOM",5,1,"RANDOM",3,4,2,,,,2,2,12,-35,1,-47
"S15","RANDOM",6,1,"RANDOM",3,1,4,,,,4,3,-12,14,-2,26
"S15","RANDOM",7,1,"RANDOM",3,4,1,,,,3,2,10,-50,1,-60
"S15","RANDOM",8,1,"RANDOM",2,4,2,,,,3,2,12,-35,2,-47
"S15","RANDOM",9,2,"RANDOM",3,3,1,,,,1,2,4,-35,0,-39
"S15","RANDOM",10,2,"RANDOM",3,3,4,,,,4,3,10,18,0,8
"S15","RANDOM",11,2,"RANDOM",2,3,4,,,,4,4,10,18,1,8
"S15","RANDOM",12,2,"RANDOM",4,4,3,,,,4,4,14,14,0,0
"S15","RANDOM",13,2,"RANDOM",4,3,3,,,,4,5,8,12,-1,4
"S15","RANDOM",14,2,"RANDOM",4,4,1,,,,2,3,10,-50,0,-60
"S15","RANDOM",15,2,"RANDOM",3,3,4,,,,5,4,10,18,0,8
"S15","RANDOM",16,2,"RANDOM",3,3,1,,,,2,3,4,-35,0,-39
"S15","RANDOM",17,2,"RANDOM",4,4,1,,,,1,2,10,-50,0,-60
"S15","RANDOM",18,3,"RANDOM",3,3,2,,,,3,3,6,-20,0,-26
"S15","RANDOM",19,3,"RANDOM",3,1,3,,,,2,4,-8,8,-2,16
"S15","RANDOM",20,3,"RANDOM",3,3,3,,,,5,5,8,12,0,4
"S15","RANDOM",21,3,"RANDOM",3,3,1,,,,2,2,4,-35,0,-39
"S15","RANDOM",22,3,"RANDOM",2,4,4,,,,5,5,16,20,2,4
"S15","RANDOM",23,3,"RANDOM",4,3,2,,,,4,3,6,-20,-1,-26
"S15","RANDOM",24,3,"RANDOM",3,2,3,,,,4,4,-4,10,-1,14
"S15","RANDOM",25,3,"RANDOM",4,4,1,,,,2,4,10,-50,0,-60
